id,fonte,tipo,titolo,descrizione,ente_nome,ente_paese,regione,importo_min,importo_max,importo_stimato,valuta,data_pubblicazione,data_scadenza,stato,url_originale,url_pdf,settori,destinatari,cpv_codes
TED-278990-2026,TED,ricerca_sviluppo,"Italia – Servizi di ricerca e sviluppo sperimentale – Avviso di modifica della Scheda Tecnica relativa ai Servizi di Innovazione ""SVZ-INN-01-02""","Avviso di modifica della Scheda Tecnica relativa ai Servizi di Innovazione ""SVZ-INN-01 Gestione delle iniziative dedicate all’innovazione e sostegno a start up innovative"" e ""SVZ-INN-02 Enterprise Innovation Strategy, Business Integration, Incubation e Innovation Services, Innovation Project Management, Controlling, Governance della Proprietà Intellettuale (IP)""",Ferservizi S.p.A. Gruppo Ferrovie dello Stato Italiane (Società con socio unico soggetta alla direzione e coordinamento di Ferrovie dello Stato Italiane S.p.A.),ITA,,,,,EUR,2026-04-21,,attivo,https://ted.europa.eu/it/notice/-/detail/278990-2026,https://ted.europa.eu/it/notice/278990-2026/pdf,ricerca,aziende|centri_ricerca|universita,73100000|73200000
TED-268330-2026,TED,ricerca_sviluppo,Italia – Consulenza nel campo della ricerca e dello sviluppo – Application of Human Biomonitoring (HBM) data in EFSA’s Chemical Risk Assessment,"This open call is launched to support the development of a comprehensive and fit-for-purpose strategy for integrating Human Biomonitoring (HBM) data into EFSA’s chemical risk assessment processes by establishing access to available HBM data, reviewing methodologies for HBM data use, elaborating relevant use cases for EFSA, and formulating key recommendations.",European Food Safety Authority,ITA,,,,600000.0,EUR,2026-04-17,2026-05-26,attivo,https://ted.europa.eu/it/notice/-/detail/268330-2026,https://ted.europa.eu/it/notice/268330-2026/pdf,ricerca,aziende|centri_ricerca|universita,73200000
TED-264529-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Emerging risk Identification through analysis of botanical substances in food supplements,,European Food Safety Authority,ITA,,,,,EUR,2026-04-16,,attivo,https://ted.europa.eu/it/notice/-/detail/264529-2026,https://ted.europa.eu/it/notice/264529-2026/pdf,ricerca,aziende|centri_ricerca|universita,73000000
TED-265234-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Novel strategy for allergenicity risk assessment of proteins in regulated food and feed products,"The aim of this call is to seek support for the development of a novel strategy for allergenicity risk assessment (RA) of proteins in food and feed. For both clinically-relevant cross-reactivity and de novo sensitisation, the project foresees the development of open source in silico prediction/appraisal tools to be validated with experimental data; assessment of future prospects for in silico tools; estimation of thresholds of allergological concern, and the development of a systematic tiered approach with a decision-making framework. This novel strategy will enhance the reliability and speed of allergenicity RA and support process simplification and harmonisation, ultimately enabling better-informed risk management decision-making.",European Food Safety Authority,ITA,,,,1300000.0,EUR,2026-04-16,2026-06-15,attivo,https://ted.europa.eu/it/notice/-/detail/265234-2026,https://ted.europa.eu/it/notice/265234-2026/pdf,ricerca,aziende|centri_ricerca|universita,73000000
TED-261324-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Emerging risk Identification through analysis of botanical substances in food supplements,,European Food Safety Authority,ITA,,,,,EUR,2026-04-15,,attivo,https://ted.europa.eu/it/notice/-/detail/261324-2026,https://ted.europa.eu/it/notice/261324-2026/pdf,ricerca,aziende|centri_ricerca|universita,73000000
TED-260476-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca – Preparatory support on bioinformatics for the evaluation of the risk assessment of GMO dossiers,"Preparatory work on completeness, compliance and quality of the bioinformatics analyses provided by applicants in GMO dossiers",European Food Safety Authority,ITA,,,,320000.0,EUR,2026-04-14,2026-05-19,attivo,https://ted.europa.eu/it/notice/-/detail/260476-2026,https://ted.europa.eu/it/notice/260476-2026/pdf,ricerca,aziende|centri_ricerca|universita,73110000
TED-256929-2026,TED,servizi_professionali,Italia – Servizi agricoli – Operational Support to In-Season Crop Monitoring and Yield Forecasting Activities (MARSOP7),,"European Commission, DG JRC - Joint Research Centre",ITA,,,,,EUR,2026-04-13,,attivo,https://ted.europa.eu/it/notice/-/detail/256929-2026,https://ted.europa.eu/it/notice/256929-2026/pdf,ambiente|ingegneria|ricerca|tecnologia,aziende,71351610|72230000|72310000|72320000|73200000|77100000|90711500
TED-250928-2026,TED,ricerca_sviluppo,Italia – Servizi di ricerca e sviluppo nonché servizi di consulenza affini – Strategies for grouping chemicals,"The project aims to streamline and harmonise the implementation of chemical grouping to support human risk assessment of combined exposure to multiple chemicals. Its main tasks are to map EFSA’s current and future needs, identify relevant data types and sources (including traditional toxicological data and emerging technologies) as well as practices and approaches (such as AI-driven data extraction), and define key aspects for efficient data collection and appraisal. The expected outcome is a compendium of existing data types, sources and approaches, accompanied by recommendations for an operational strategy, ideally utilizing automated solutions to enable consistent and effective chemical grouping across EFSA’s domains.",European Food Safety Authority,ITA,,,,400000.0,EUR,2026-04-10,2026-05-27,attivo,https://ted.europa.eu/it/notice/-/detail/250928-2026,https://ted.europa.eu/it/notice/250928-2026/pdf,ricerca,aziende|centri_ricerca|universita,73000000
TED-253552-2026,TED,ricerca_sviluppo,Italia – Servizi di consulenza nel campo dello sviluppo – Proc. n. 4304/AQ/2026 - Accordo Quadro assistenza tecnica ADG FSE,"Accordo Quadro Quadriennale e successivo confronto competitivo con 3 operatori economici, per l’affidamento di servizi di “Assistenza Tecnica Specialistica all’Autorità di Gestione e strutture connesse per il Programma Regionale Fondo Sociale Europeo + 2021-2027 della Regione Campania”.",Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,ITA,Campania,,,36000000.0,EUR,2026-04-10,2026-05-02,attivo,https://ted.europa.eu/it/notice/-/detail/253552-2026,https://ted.europa.eu/it/notice/253552-2026/pdf,ricerca,aziende|centri_ricerca|universita,73220000
TED-235151-2026,TED,ricerca_sviluppo,Italia – Servizi di consulenza nel campo della ricerca – SERVIZIO DI SUPPORTO E ASSISTENZA ALLE ATTIVITÀ ISTITUZIONALI DI IFEL VERSO I COMUNI IN MATERIA DI FABBISOGNI STANDARD E FISCALITÀ LOCALE,SERVIZIO DI SUPPORTO E ASSISTENZA ALLE ATTIVITÀ ISTITUZIONALI DI IFEL VERSO I COMUNI IN MATERIA DI FABBISOGNI STANDARD E FISCALITÀ LOCALE,Istituto per la Finanza e l’Economia Locale-IFEL,ITA,,,,570000.0,EUR,2026-04-03,2026-05-08,attivo,https://ted.europa.eu/it/notice/-/detail/235151-2026,https://ted.europa.eu/it/notice/235151-2026/pdf,ricerca,aziende|centri_ricerca|universita,73210000
TED-235190-2026,TED,ricerca_sviluppo,"Italia – Progettazione e realizzazione di ricerca e sviluppo – Procedura Aperta, ai sensi dell’articolo 71 comma 2, lett.b) del D.Lgs 36/2023, per la progettazione e la realizzazione di un sistema integrato per lo storage, la gestione, l’analisi e la messa in dis","PROGETTAZIONE E LA REALIZZAZIONE DI UN SISTEMA INTEGRATO PER LO STORAGE, LA GESTIONE E L’ANALISI",AZIENDA USL DI BOLOGNA,ITA,,,,1560000.0,EUR,2026-04-03,2026-04-28,scaduto,https://ted.europa.eu/it/notice/-/detail/235190-2026,https://ted.europa.eu/it/notice/235190-2026/pdf,ricerca,aziende|centri_ricerca|universita,73300000
TED-233924-2026,TED,servizi_professionali,Italia – Vari servizi di ingegneria – Servizi tecnici porzione ex Ala Vecchia SU,Affidamento servizi tecnici,ASL 1 - AVEZZANO-SULMONA-L'AQUILA,ITA,,,,292000.0,EUR,2026-04-03,2026-04-03,scaduto,https://ted.europa.eu/it/notice/-/detail/233924-2026,https://ted.europa.eu/it/notice/233924-2026/pdf,ingegneria,aziende,71330000
TED-233988-2026,TED,appalto_servizi,Italia – Attrezzature elettriche – GARA EUROPEA A PROCEDURA APERTA PER LA CONCLUSIONE DI UN ACCORDO QUADRO PER L’AFFIDAMENTO DELLA FORNITURA DI MATERIALE ELETTRICO PER RIPARAZIONE E MANUTENZIONE DEGLI APPARATI PRESSO GLI IMPIANTI GESTITIDA SO.RI.CAL. suddivisa in CINQUE Lotti,Distretto 1 CS Distretto 3 VV Distretti 2-4 KR-CO/RO Distretto 5 CZ Distretti 6-7 RC-LCR,sorical spa,ITA,,,,180000.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/233988-2026,https://ted.europa.eu/it/notice/233988-2026/pdf,,aziende,31681410
TED-233998-2026,TED,servizi_ambientali,"Italia – Servizi fognari, di raccolta dei rifiuti, di pulizia e ambientali – SERVIZIO DI PULIZIA DELLE AREE COMUNI DEI PORTI DI TRAPANI E PORTO EMPEDOCLE, DECESPUGLIAMENTO, CURA DEL VERDE, PULIZIA GARITTE, RIMOZIONE RI-FIUTI SPECIALI PERICOLOSI E NON ABBANDONATI DA IGNOTI E RELATIVI CONFERI-MENTI A DISCARICA PIATTAFORMA. DURATA DI 4 ANNI + OPZIONE DI PROROGA PER 6 MESI (lotto 1)",Lotto 1 Porto di Trapani,Autorità di Sistema Portuale del Mare di Sicilia Occidentale,ITA,Sicilia,,,750754.92,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/233998-2026,https://ted.europa.eu/it/notice/233998-2026/pdf,ambiente,aziende,90000000
TED-234070-2026,TED,appalto_servizi,Italia – Servizi speciali di trasporto passeggeri su strada – PROCEDURA APERTA PER L’AFFIDAMENTO DELLA GESTIONE DEL SERVIZIO DI TRASPORTO SCOLASTICO DEL COMUNE DI PIANORO PER GLI ANNI SCOLASTICI 2026/2027 – 2027/2028 – 2028/2029 – 2029/2030 – 2030/2031,TRASPORTO SCOLASTICO,UNIONE DEI COMUNI SAVENA - IDICE,ITA,,,,1487852.83,EUR,2026-04-03,2026-04-28,scaduto,https://ted.europa.eu/it/notice/-/detail/234070-2026,https://ted.europa.eu/it/notice/234070-2026/pdf,,aziende,60130000
TED-234099-2026,TED,servizi_ambientali,"Italia – Servizi fognari, di raccolta dei rifiuti, di pulizia e ambientali – SERVIZIO DI PULIZIA DELLE AREE COMUNI DEI PORTI DI TRAPANI E PORTO EMPEDOCLE, DECESPUGLIAMENTO, CURA DEL VERDE, PULIZIA GARITTE, RIMOZIONE RI-FIUTI SPECIALI PERICOLOSI E NON ABBANDONATI DA IGNOTI E RELATIVI CONFERI-MENTI A DISCARICA PIATTAFORMA. DURATA DI 4 ANNI + OPZIONE DI PROROGA PER 6 MESI (lotto 2)",Lotto 2 porto di Porto Empedocle,Autorità di Sistema Portuale del Mare di Sicilia Occidentale,ITA,Sicilia,,,547638.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234099-2026,https://ted.europa.eu/it/notice/234099-2026/pdf,ambiente,aziende,90000000
TED-234100-2026,TED,dispositivi_medici,Italia – Sistemi diagnostici – Fornitura in service di sistemi analitici a prevalente utilizzo POCT per l’esecuzione di test di emogasanalisi occorrenti ai Presidi Ospedalieri dell’ASL Città di Torino,Fornitura in service di sistemi analitici a prevalente utilizzo POCT per l’esecuzione di test di emogasanalisi occorrenti ai Presidi Ospedalieri dell’ASL Città di Torino,ASL CITTA' DI TORINO,ITA,,,,2924000.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234100-2026,https://ted.europa.eu/it/notice/234100-2026/pdf,medicale,aziende,33124110
TED-234146-2026,TED,servizi_professionali,Italia – Servizi di ingegneria – SERVIZIO DI INGEGNERIA PER LA PROGETTAZIONE ESECUTIVA RELATIVA AL MIGLIORAMENTO E/O ADEGUAMENTO DI PONTI CRITICI DELLA CITTA' METROPOLITANA DI CATANIA,SERVIZIO DI INGEGNERIA PER LA PROGETTAZIONE ESECUTIVA RELATIVA AL MIGLIORAMENTO E/O ADEGUAMENTO DI PONTI CRITICI DELLA CITTA' METROPOLITANA DI CATANIA,CITTA' METROPOLITANA DI CATANIA,ITA,,,,2609000.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234146-2026,https://ted.europa.eu/it/notice/234146-2026/pdf,ingegneria,aziende,71300000
TED-234151-2026,TED,servizi_sanitari,"Italia – Servizi di assistenza sociale per persone anziane – GARA EUROPEA A PROCEDURA APERTA TELEMATICA AI SENSI DEGLI ARTT. 71 E 176 DEL D.LGS. 36/2023 E S.M.I. DELLA GESTIONE GLOBALE DELLA RESIDENZA PROTETTA- R.S.A.- CENTRO DIURNO - STRUTTURA A. SABBADINI SITA IN SARZANA - VIA FALCINELLO, 1 PER CONTO DEL COMUNE DI SARZANA","GARA EUROPEA A PROCEDURA APERTA TELEMATICA AI SENSI DEGLI ARTT. 71 E 176 DEL D.LGS. 36/2023 E S.M.I. DELLA GESTIONE GLOBALE DELLA RESIDENZA PROTETTA- R.S.A.- CENTRO DIURNO - STRUTTURA A. SABBADINI SITA IN SARZANA - VIA FALCINELLO, 1 PER CONTO DEL COMUNE DI SARZANA",Provincia della Spezia - SUA (Stazione Unica Appaltante),ITA,,,,11074339.03,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234151-2026,https://ted.europa.eu/it/notice/234151-2026/pdf,sanità,aziende|enti_sanitari,85311100
TED-234225-2026,TED,appalto_servizi,Italia – Servizi marini – AVVISO PUBBLICO PER L'INDIZIONE DI UNA PROCEDURA A EVIDENZA PUBBLICA PER L'AFFIDAMENTO IN CONCESSIONE DI N.1 AREA DEMANIALE MARITTIMA DESTINATA ALLA NAUTICA DA DIPORTO &#8211; PORTO DI SAPRI &#8211; LOTTO B,"AFFIDAMENTO IN CONCESSIONE DI SPECCHI ACQUEI DEMANIALI MARITTIMI DA ADIBIRE AD ORMEGGIO E NAUTICA DA DIPORTO, UBICATI NEL PORTO DI SAPRI - STAGIONE BALNEARE 2026 &#8211; LOTTO B",Comune di Sapri,ITA,,,,3444.88,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234225-2026,https://ted.europa.eu/it/notice/234225-2026/pdf,,aziende,98360000
TED-234247-2026,TED,appalto_servizi,"Italia – Guanti – Procedura aperta telematica per la fornitura di Guanti in vinile non sterili senza polvere, Guanti in nitrile non sterili senza polvere, Guanti in nitrile per antiblastici non sterili senza polvere per le Aziende Sanitarie della Regione del Veneto nell’ ambito della gestione delle scorte Strategiche per il PANFLU",Guanti in vinile non sterili senza polvere per 36 mesi Guanti in nitrile non sterili senza polvere per 36 mesi Guanti in nitrile per antiblastici non sterili senza polvere per 36 mesi,Azienda Zero,ITA,Veneto,,,31668000.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234247-2026,https://ted.europa.eu/it/notice/234247-2026/pdf,,aziende,18424000
TED-234350-2026,TED,appalto_servizi,"Italia – Servizi di installazione di apparecchiature radio, televisive, audio e video – Gara Europea servizi Festival 2 lotti - AVL e STREAMING",SERVIZI AUDIO VIDEO E LUCI SERVIZI DI STREAMING,Trentino Sviluppo S.P.A.,ITA,Trentino-Alto Adige,,,1394400.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234350-2026,https://ted.europa.eu/it/notice/234350-2026/pdf,,aziende,51310000|64228100
TED-234411-2026,TED,servizi_sanitari,"Italia – Servizi sociali – SUAR. GARA A PROCEDURA APERTA, PER CONTO DELL'ATS 17 (CAPOFILA COMUNE DI BOLANO SP) PER AFFIDAMENTO SERVIZIO DI ATTIITA' DIURNA E LABORATORI COLLATERALI DEL CENTRO SOCIO RIABILITATIVO PER PERSONE DISABILI ""IL NUOVO VOLO"" NONCHE' DELLA GESTIONE DELL'APPARTAMENTO DOPODINOI ""CASA LOLLO""","SUAR. GARA A PROCEDURA APERTA, PER CONTO DELL'ATS 17 (CAPOFILA COMUNE DI BOLANO SP) PER AFFIDAMENTO SERVIZIO DI ATTIITA' DIURNA E LABORATORI COLLATERALI DEL CENTRO SOCIO RIABILITATIVO PER PERSONE DISABILI ""IL NUOVO VOLO"" NONCHE' DELLA GESTIONE DELL'APPARTAMENTO DOPODINOI ""CASA LOLLO""",STAZIONE UNICA APPALTANTE REGIONE LIGURIA,ITA,Liguria,,,992178.24,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234411-2026,https://ted.europa.eu/it/notice/234411-2026/pdf,sanità,aziende|enti_sanitari,85320000
TED-234423-2026,TED,servizi_professionali,Italia – Servizi di ingegneria – DIALOGO COMPETITIVO PER L'AFFIDAMENTO DI SERVIZI DI INGEGNERIA E ARCHITETTURA PER LA PROGETTAZIONE E REALIZZAZIONE DI UN INTELLIGENT GREEN SERVICE CENTER (IGSC) PRESSO GLI EX MULINI MILITARI BORBONICI DELLA REGGIA DI CASERTA CUP: F87H24001520006,DIALOGO COMPETITIVO PER L'AFFIDAMENTO DI SERVIZI DI INGEGNERIA E ARCHITETTURA PER LA PROGETTAZIONE E REALIZZAZIONE DI UN INTELLIGENT GREEN SERVICE CENTER (IGSC) PRESSO GLI EX MULINI MILITARI BORBONICI DELLA REGGIA DI CASERTA CUP: F87H24001520006,Pantheon e Castel Sant'Angelo - Direzione Musei nazionali della città di Roma,ITA,,,,600703.64,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234423-2026,https://ted.europa.eu/it/notice/234423-2026/pdf,ingegneria,aziende,71300000
TED-234463-2026,TED,servizi_sanitari,Italia – Servizi di assistenza sociale – PROGETTO DI ACCOGLIENZA DEI MINORI STRANIERI NON ACCOMPAGNATI (M.S.N.A.) – SAI PROG 379 PR4 PER IL PERIODO 01/06/2026 – 31/10/2028 - COMUNE DI MENDICINO (CS),"BANDO DI GARA PER L’INDIVIDUAZIONE DELL’ENTE ATTUATORE DEL PROGETTO DI ACCOGLIENZA DEI MINORI STRANIERI NON ACCOMPAGNATI (M.S.N.A.) – SAI PROG 379 PR4 PER IL PERIODO 01/06/2026 – 31/10/2028 - COMUNE DI MENDICINO (CS) - SERVIZI DI ACCOGLIENZA, INTEGRAZIONE E TUTELA RIVOLTI AI MINORI STRANIERI NON ACCOMPAGNATI E/O RICHIEDENTI PROTEZIONE INTERNAZIONALE (MSNA) NELL'AMBITO DEL PROGETTO SIPROIMI / SAI – PROG. 379 PR4 CALABRIA",Comune di Mendicino,ITA,Calabria,,,935650.8,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234463-2026,https://ted.europa.eu/it/notice/234463-2026/pdf,sanità,aziende|enti_sanitari,85300000|85310000
TED-234486-2026,TED,servizi_ambientali,Italia – Servizi di pulizia stradale – Gara europea a procedura aperta per l'affidamento del servizio di mantenimento della qualità urbana - anni 3,Gara europea a procedura aperta per l'affidamento del servizio di mantenimento della qualità urbana - anni 3,Comune di Luino - Settore Segreteria Generale,ITA,,,,683978.81,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234486-2026,https://ted.europa.eu/it/notice/234486-2026/pdf,ambiente,aziende,90611000
TED-234490-2026,TED,servizi_professionali,"Italia – Supervisione di progetti e documentazione – Servizio attinente all'architettura e all'ingegneria di verifica, ai sensi dell'art. 42 del D. Lgs. n. 36/2023, del progetto esecutivo relativo al ""Polo impiantistico costituito da un impianto di digestione anaerobica, con produzione di biometano, della frazione organica proveniente dall'impianto di trattamento meccanico e biologico dei rifiuti solidi urbani di RAP S.p.A. e da un impianto di diges","Servizio attinente all'architettura e all'ingegneria di verifica, ai sensi dell'art. 42 del D. Lgs. n. 36/2023, del progetto esecutivo relativo al ""Polo impiantistico costituito da un impianto di digestione anaerobica, con produzione di biometano, della frazione organica proveniente dall'impianto di trattamento meccanico e biologico dei rifiuti solidi urbani di RAP S.p.A. e da un impianto di digestione anaerobica, con produzione di biometano, della FORSU derivante dalla raccolta differenziata da realizzarsi in località Bellolampo, nel Comune di Palermo-CUP J78C19000020005""",RAP - Risorse Ambiente Palermo SpA,ITA,,,,268410.3,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234490-2026,https://ted.europa.eu/it/notice/234490-2026/pdf,ingegneria,aziende,71248000
TED-234553-2026,TED,appalto_servizi,Italia – Apparecchi per analisi e rivelazione – Fornitura di n.1 sistema cromatografico LC-GC-FID on line con piattaforma automatizzata per la preparativa e l’analisi di oli grassi e vegetali,N. 1 SISTEMA CROMATOGRAFICO LC-GC-FID on line con piattaforma automatizzata per la preparativa e l’analisi di oli grassi e vegetali,ARPA Puglia,ITA,Puglia,,,300000.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234553-2026,https://ted.europa.eu/it/notice/234553-2026/pdf,,aziende,38430000
TED-234614-2026,TED,appalto_servizi,"Italia – Servizi funerari e servizi affini – AFFIDAMENTO IN CONCESSIONE MEDIANTE PROJECT FINANCING, CON DIRITTO DI PRELAZIONE IN FAVORE DEL PROMOTORE, PER LA RIQUALIFICAZIONE DEL VECCHIO IMPIANTO CIMITERIALE E LA GESTIONE DEI SERVIZI CIMITERIALI DI POLI-ZIA MORTUARIA E DELL&#8217;ILLUMINAZIONE VOTIVA.","AFFIDAMENTO IN CONCESSIONE MEDIANTE PROJECT FINANCING, CON DIRITTO DI PRELAZIONE IN FAVORE DEL PROMOTORE, PER LA RIQUALIFICAZIONE DEL VECCHIO IMPIANTO CIMITERIALE E LA GESTIONE DEI SERVIZI CIMITERIALI DI POLI-ZIA MORTUARIA E DELL&#8217;ILLUMINAZIONE VOTIVA.",MONDRAGONE,ITA,,,,21183636.89,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234614-2026,https://ted.europa.eu/it/notice/234614-2026/pdf,,aziende,98370000
TED-234620-2026,TED,appalto_servizi,Italia – Contenitori per rifiuti – GARA S.U.A. 43/2025 &#8211; &#8220;MIGLIORAMENTO E MECCANIZZAZIONE DELLA RETE DI RACCOLTA DIFFERENZIATA DEI RIFIUTI URBANI PER IL COMUNE DI GUARCINO&#8221;,MIGLIORAMENTO E MECCANIZZAZIONE DELLA RETE DI RACCOLTA DIFFERENZIATA DEI RIFIUTI URBANI PER IL COMUNE DI GUARCINO,Comune di Guarcino,ITA,,,,688300.0,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234620-2026,https://ted.europa.eu/it/notice/234620-2026/pdf,,aziende,44613800
TED-234629-2026,TED,appalto_servizi,Italia – Servizi di trasporto pubblico terrestre – SUA.LECCO. COMUNE DI OLGIATE MOLGORA. SERVIZIO DI TRASPORTO SCOLASTICO PERIODO 01.09.2026 – 31.08.2028,SUA.LECCO. COMUNE DI OLGIATE MOLGORA. SERVIZIO DI TRASPORTO SCOLASTICO PERIODO 01.09.2026 – 31.08.2028,STAZIONE UNICA APPALTANTE DELLA PROVINCIA DI LECCO,ITA,,,,396000.0002,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234629-2026,https://ted.europa.eu/it/notice/234629-2026/pdf,,aziende,60112000
TED-234662-2026,TED,appalto_servizi,"Italia – Tubi – GARA EUROPEA A PROCEDURA APERTA, IN MODALITA’ TELEMATICA, PER L’AFFIDAMENTO DELLA FORNITURA DI TUBAZIONI E PEZZI SPECIALI IN ACCIAIO AL CARBONIO DESTINATI AD USI POTABILI suddivisa in SEI Lotti",Distretto 1 CS Distretto 2 CO-RO Distretto VV-LMZ Distretto 4 KR Distretto 5 - CZ DISTRETTI 6-7 RC LCR,sorical spa,ITA,,,,889380.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234662-2026,https://ted.europa.eu/it/notice/234662-2026/pdf,,aziende,44164200
TED-234700-2026,TED,appalto_servizi,Italia – Parti di ricambio di locomotive o materiale rotabile ferroviari o ferrotranviari; apparecchiature di controllo-comando ferroviario – eGPA 10736 per l'affidamento in appalto della fornitura di materiali con lavorazioni meccaniche e altri materiali per impieghi su rotabili ferroviarieGPA 10736 per l'affidamento in appalto della fornitura di materiali con lavorazioni meccaniche e altri materiali per impieghi su rotabili ferroviari,eGPA 10736 - Lotto 1 - Materiali che richiedono lavorazioni meccaniche con produzione eGPA 10736 - Lotto 2 - Materiali meccanici commerciali a catalogo,Trenitalia S.p.A. Direzione Logistica Industriale Acquisti Tecnici,ITA,,,,1440000.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234700-2026,https://ted.europa.eu/it/notice/234700-2026/pdf,,aziende,34630000
TED-234702-2026,TED,formazione,"Italia – Servizi di istruzione prescolastica – SACILE - SERVIZIO DI GESTIONE ASILO NIDO ""NICHOLAS GREEN""","SACILE - SERVIZIO DI GESTIONE ASILO NIDO ""NICHOLAS GREEN",COMUNE DI SACILE,ITA,,,,2586100.0,EUR,2026-04-03,,attivo,https://ted.europa.eu/it/notice/-/detail/234702-2026,https://ted.europa.eu/it/notice/234702-2026/pdf,formazione,aziende|enti_formazione,80110000
TED-234712-2026,TED,servizi_sanitari,Italia – Servizi di assistenza sociale e servizi affini – PROGETTO DESTEENAZIONE,SERVIZIO PLUS DESTEENAZIONE DESIDERI IN AZIONE COMUNITA ADOLOSCENTI COMMUNITY YOUNG OLBIA,Comune di Olbia,ITA,,,,3203992.52,EUR,2026-04-03,2026-04-14,scaduto,https://ted.europa.eu/it/notice/-/detail/234712-2026,https://ted.europa.eu/it/notice/234712-2026/pdf,sanità,aziende|enti_sanitari,85300000
TED-234737-2026,TED,appalto_servizi,Italia – Servizi di riparazione e manutenzione di navi – RISTRETTA,"Servizi di mantenimento in sicurezza dello scafo di Unità Navali in RTD e di galleggianti ex Unità Navali e relativo coordinamento tecnico-operativo e della sicurezza delle prestazioni Servizi di bonifica, prosciugamento e pulizia di casse e sentine di Unità Navali in RTD e di galleggianti ex Unità Navali Servizi di bonifica e messa in sicurezza dei recipienti in pressione di Unità Navali in RTD e di galleggianti ex Unità Navali Servizi di redazione dell'inventario e mappatura dei materiali pericolosi (Inventory of Hazardous Material - IHM) presenti a bordo delle Unità Navali in RTD e dei galleggianti ex Unità Navali, inclusivo del rilascio del certificato di radiation free",ARSENALE MARINA MILITARE TARANTO,ITA,,,,1853600.0,EUR,2026-04-03,2026-05-01,scaduto,https://ted.europa.eu/it/notice/-/detail/234737-2026,https://ted.europa.eu/it/notice/234737-2026/pdf,,aziende,50241000
TED-234777-2026,TED,servizi_ambientali,"Italia – Servizi di trattamento e smaltimento di rifiuti urbani e domestici non pericolosi – Gara 04 BS-2025 - ACCORDO QUADRO PER SERVIZIO DI PRE-PULIZIA, VALORIZZAZIONE E PRESSATURA DEGLI IMBALLAGGI IN PLASTICA PROVENIENTI DALLE RACCOLTE DIFFERENZIATE DI VALLE UMBRA SERVIZI S.P.A.",Servizio svolto sul 10% del quantitativo dei rifiuti di imballaggio imballaggi in plastica (EER 150102,Valle Umbra Servizi,ITA,,,,356996.38,EUR,2026-04-03,,aggiudicato,https://ted.europa.eu/it/notice/-/detail/234777-2026,https://ted.europa.eu/it/notice/234777-2026/pdf,ambiente,aziende,90513000
TED-234778-2026,TED,appalto_servizi,Italia – Servizi assicurativi – COPERTURE ASSICURATIVE : R.C. AUTO GARANZIE ACCESSORIE E AUTO RISCHI DIVERSI amministrata con Libro Matricola - AUTO RISCHI DIVERSI per i danni ai veicoli utilizzati per missioni e adempimenti di servizio o di mandato e non appartenenti al Contraente,COPERTURE ASSICURATIVE : R.C. AUTO GARANZIE ACCESSORIE E AUTO RISCHI DIVERSI amministrata con Libro Matricola - AUTO RISCHI DIVERSI per i danni ai veicoli utilizzati per missioni e adempimenti di servizio o di mandato e non appartenenti al Contraente,AMIA VERONA SPA,ITA,,,,3280000.0,EUR,2026-04-03,2026-04-30,scaduto,https://ted.europa.eu/it/notice/-/detail/234778-2026,https://ted.europa.eu/it/notice/234778-2026/pdf,,aziende,66510000
